"X","Subject.ID","Total.Mass","Lean.Mass","Fat.Mass","Time.of.Day","Group","Hourly.Food.Intake","Hourly.Water.Intake","Cumulative.Food.Intake","Cumulative.Water.Intake","Oxygen.Consumption","Carbon.Dioxide.Production","Energy.Expenditure","Respiratory.Exchange.Ratio","Locomotor.Activity","Ambulatory.Activity","Pedestrian.Locomotion","Total.Distance..includes.fine.movement.","Energy.Balance","acclimation"
117,"V4",25.3,15.6914,1.723575,"Light","LFD",0.188550956,0.032510944,25.9467388,7.095144,76.23691319,68.0574519,0.375721217,0.887755856,64.51678241,NA,0.243839583,0.309414352,-0.187170261,TRUE
118,"V5",24.75,16.1786,2.07731,"Light","LFD",0.357193026,0.050612694,22.15209978,6.919343,78.97205032,74.47701069,0.393600424,0.939664456,63.13625,NA,0.18129375,0.247547685,-0.036407398,TRUE
119,"V5",24.75,16.1786,2.07731,"Full day","LFD",0.372150501,0.088697,26.48133252,8.463202,89.3433544,82.95893557,0.443854742,0.927892903,149.1097313,NA,0.759499883,0.898347079,-0.071704241,TRUE
120,"V5",24.75,16.1786,2.07731,"Dark","LFD",0.387107977,0.126781306,26.48133252,8.463202,99.91034346,91.60089676,0.495057255,0.915899245,236.7053538,NA,1.348615566,1.561425708,-0.107949279,TRUE
121,"V6",26.25,17.40045,1.214505,"Full day","LFD",0.390868342,0.087223542,28.075854,8.009256,90.62772013,83.77478175,0.449818754,0.915370351,157.9869006,NA,0.776095088,0.922914503,-0.058950411,TRUE
122,"V6",26.25,17.40045,1.214505,"Light","LFD",0.227426777,0.056595694,21.97534456,6.838447,80.86657457,71.45621626,0.397725746,0.875719175,95.08858796,NA,0.420081713,0.510511111,-0.170298968,TRUE
123,"V6",26.25,17.40045,1.214505,"Dark","LFD",0.554309907,0.117851389,28.075854,8.009256,100.5965496,96.35544437,0.503020124,0.955865168,222.2234752,NA,1.139683215,1.344092435,0.051289784,TRUE
124,"V7",27.65,17.4676,3.162405,"Dark","LFD",0.585824271,0.116532528,35.66722922,8.387106,102.7950324,98.02813308,0.513534338,0.949669183,269.6096217,NA,1.349138298,1.592539243,0.072289933,TRUE
125,"V7",27.65,17.4676,3.162405,"Light","LFD",0.407705204,0.057500472,30.37473382,7.46843,82.80189196,76.20872532,0.410609106,0.914491883,98.11604167,NA,0.241882176,0.355640278,-0.002903902,TRUE
126,"V7",27.65,17.4676,3.162405,"Full day","LFD",0.496764738,0.0870165,35.66722922,8.387106,92.69323512,87.00359021,0.46153001,0.931895389,182.9602339,NA,0.789682573,0.967579766,0.035234727,TRUE
127,"V8",26.9,17.18825,1.949955,"Full day","LFD",0.403026447,0.088466083,28.90916408,9.358603,94.47625114,87.73411432,0.469364836,0.932227907,146.5086199,NA,0.706664094,0.841586667,-0.066338389,TRUE
128,"V8",26.9,17.18825,1.949955,"Light","LFD",0.379639346,0.080972139,25.14390468,8.426981,83.87355038,81.65854739,0.420860015,0.971682335,60.81034722,NA,0.189347222,0.24843125,-0.041220669,TRUE
129,"V8",26.9,17.18825,1.949955,"Dark","LFD",0.426413548,0.095960028,28.90916408,9.358603,105.3045413,93.93894864,0.518901674,0.891934023,234.03026,NA,1.234987707,1.447362411,-0.092488126,TRUE
130,"V9",30.7,17.19295,8.342995,"Dark","HFD",0.306110656,0.090067333,14.41067244,5.276334,99.24954354,78.15826899,0.477585497,0.786111094,102.6243632,NA,0.508461557,0.63051934,-0.171474841,TRUE
131,"V9",30.7,17.19295,8.342995,"Light","HFD",0.094185801,0.017801944,9.54087502,4.142045,80.8268834,62.65682017,0.387837191,0.772977505,25.02608796,NA,0.085978935,0.114040046,-0.29365139,TRUE
132,"V9",30.7,17.19295,8.342995,"Full day","HFD",0.200148228,0.053934639,14.41067244,5.276334,89.95212627,70.3351079,0.432291959,0.779482928,63.46261682,NA,0.295246028,0.369866238,-0.232143731,TRUE
133,"Y1",45.8,23.0259,18.5194,"Full day","HFD",0.59379726,0.077150685,43.3472,7.232,114.1030667,88.51519095,0.544855967,0.7748107,248.4938272,106.2716049,NA,NA,0.048941293,TRUE
134,"Y1",45.8,23.0259,18.5194,"Dark","HFD",0.758344444,0.093333333,43.0867,7.152,120.1440867,93.43161833,0.575,0.776608333,365.275,170.6916667,NA,NA,0.183344444,TRUE
135,"Y1",45.8,23.0259,18.5194,"Light","HFD",0.433697297,0.061405405,43.3472,7.232,108.2093886,83.71867642,0.515447154,0.773056911,134.5609756,43.42276423,NA,NA,-0.081749857,TRUE
136,"Y10",27.7,18.6398,3.88652,"Dark","LFD",1.363527778,0.147,73.726,11.592,98.21971667,104.4179583,0.500833333,1.061741667,804.1666667,424.0333333,NA,NA,0.862694444,TRUE
137,"Y10",27.7,18.6398,3.88652,"Light","LFD",0.689664865,0.090810811,74.108,11.676,79.11540976,82.55289106,0.408943089,1.043512195,181.8373984,72.76422764,NA,NA,0.280721775,TRUE
138,"Y10",27.7,18.6398,3.88652,"Full day","LFD",1.021980822,0.118520548,74.108,11.676,88.54963539,93.35045514,0.454320988,1.052514403,489.1604938,246.2304527,NA,NA,0.567659834,TRUE
139,"Y11",36.6,20.6884,11.3745,"Full day","HFD",0.612353425,0.085753425,44.7018,7.8,97.50506885,77.5736459,0.467213115,0.795053279,361.9467213,165.5122951,NA,NA,0.14514031,TRUE
140,"Y11",36.6,20.6884,11.3745,"Dark","HFD",0.778605556,0.103888889,43.5556,7.66,103.45308,82.72333333,0.498333333,0.799616667,516.5333333,246.6666667,NA,NA,0.280272222,TRUE
141,"Y11",36.6,20.6884,11.3745,"Light","HFD",0.450594595,0.068108108,44.7018,7.8,91.74892903,72.59007742,0.437096774,0.790637097,212.3467742,86.97580645,NA,NA,0.01349782,TRUE
142,"Y12",24.4,17.3299,2.15774,"Dark","LFD",1.282883333,0.193111111,67.232,12.54,103.4256925,104.3260075,0.525,1.008766667,799.0333333,421.55,NA,NA,0.757883333,TRUE
143,"Y12",24.4,17.3299,2.15774,"Full day","LFD",0.93930137,0.135917808,68.0724,12.738,95.86272459,94.72662582,0.480737705,0.987155738,490.0614754,249.1721311,NA,NA,0.458563665,TRUE
144,"Y12",24.4,17.3299,2.15774,"Light","LFD",0.605005405,0.08027027,68.0724,12.738,88.54372339,85.43690161,0.437903226,0.966241935,191.0564516,82.35483871,NA,NA,0.16710218,TRUE
145,"Y13",37.6,20.3647,12.1645,"Light","HFD",0.385821622,0.053513514,45.1707,7.72,97.00436532,74.15124274,0.450806452,0.763129032,200.0241935,70.24193548,NA,NA,-0.06498483,TRUE
146,"Y13",37.6,20.3647,12.1645,"Full day","HFD",0.625913699,0.087671233,45.1707,7.72,105.8481754,81.77768443,0.49795082,0.770627049,395.8770492,159.6803279,NA,NA,0.127962879,TRUE
147,"Y13",37.6,20.3647,12.1645,"Dark","HFD",0.872675,0.122777778,43.764,7.6,114.9867792,89.65834083,0.546666667,0.778375,598.2583333,252.1,NA,NA,0.326008333,TRUE
148,"Y14",25.5,17.9237,2.87113,"Light","LFD",0.674178378,0.080108108,65.895,12.578,91.26320732,89.49638455,0.45203252,0.981943089,157.7073171,46.3902439,NA,NA,0.222145858,TRUE
149,"Y14",25.5,17.9237,2.87113,"Full day","LFD",0.906857534,0.123109589,65.895,12.578,99.76888066,98.72099753,0.5,0.988995885,362.5473251,135.0082305,NA,NA,0.406857534,TRUE
150,"Y14",25.5,17.9237,2.87113,"Dark","LFD",1.146,0.167305556,65.895,12.483,108.4871958,108.1762258,0.549166667,0.996225,572.5083333,225.8416667,NA,NA,0.596833333,TRUE
151,"Y15",39.5,21.9955,12.9689,"Dark","HFD",0.685983333,0.192111111,38.8145,11.21,142.300125,108.199125,0.674166667,0.7591,723.5833333,285.1333333,NA,NA,0.011816667,TRUE
152,"Y15",39.5,21.9955,12.9689,"Full day","HFD",0.535273973,0.12909589,38.8145,11.381,131.2748333,98.9145,0.618930041,0.751658436,469.3909465,173.2263374,NA,NA,-0.083656069,TRUE
153,"Y15",39.5,21.9955,12.9689,"Light","HFD",0.388637838,0.067783784,38.8145,11.381,120.5184512,89.85632927,0.56504065,0.744398374,221.398374,64.04878049,NA,NA,-0.176402813,TRUE
154,"Y16",27.5,18.5024,4.19437,"Light","LFD",0.562675676,0.043243243,62.7244,7.008,100.2499171,93.28006992,0.500813008,0.929463415,247.5203252,110.398374,NA,NA,0.061862668,TRUE
155,"Y16",27.5,18.5024,4.19437,"Full day","LFD",0.864471233,0.06969863,62.7244,7.008,107.9979457,99.51882963,0.537860082,0.91817284,557.8271605,286.8930041,NA,NA,0.326611151,TRUE
156,"Y16",27.5,18.5024,4.19437,"Dark","LFD",1.17465,0.096888889,62.7244,7.008,115.939675,105.9135583,0.575833333,0.9066,875.8916667,467.8,NA,NA,0.598816667,TRUE
157,"Y2",24.4,17.3919,2.47982,"Dark","LFD",1.257416667,0.149333333,66.8118,11.403,88.98558,91.52135,0.455,1.02935,714.4166667,385.9916667,NA,NA,0.802416667,TRUE
158,"Y2",24.4,17.3919,2.47982,"Light","LFD",0.623589189,0.089108108,67.8814,11.445,72.00003577,73.28807805,0.362601626,1.018634146,175.6422764,76.35772358,NA,NA,0.260987563,TRUE
159,"Y2",24.4,17.3919,2.47982,"Full day","LFD",0.936161644,0.118808219,67.8814,11.445,80.38795885,82.29216296,0.408230453,1.023925926,441.7037037,229.2633745,NA,NA,0.527931191,TRUE
160,"Y3",37.1,20.9708,11.5645,"Dark","HFD",0.958061111,0.101111111,53.7672,8.16,108.6019025,84.02377083,0.514166667,0.773258333,619.5,284.25,NA,NA,0.443894444,TRUE
161,"Y3",37.1,20.9708,11.5645,"Light","HFD",0.559018919,0.084864865,54.705,8.22,93.34058374,72.69910894,0.439837398,0.778373984,215.0243902,86.23577236,NA,NA,0.119181521,TRUE
162,"Y3",37.1,20.9708,11.5645,"Full day","HFD",0.755806849,0.092876712,54.705,8.22,100.8770374,78.29153457,0.47654321,0.775847737,414.7654321,184.0205761,NA,NA,0.279263639,TRUE
163,"Y4",25.9,18.1891,2.81014,"Dark","LFD",1.477066667,0.156444444,77.8134,12.584,99.46463333,98.34855917,0.4975,0.989025,732.125,408.8833333,NA,NA,0.979566667,TRUE
164,"Y4",25.9,18.1891,2.81014,"Light","LFD",0.705151351,0.112378378,78.7684,12.848,81.66796423,79.75978699,0.417073171,0.977650407,159.5853659,65.43089431,NA,NA,0.288078181,TRUE
165,"Y4",25.9,18.1891,2.81014,"Full day","LFD",1.085821918,0.134109589,78.7684,12.848,90.4564428,88.93942757,0.456790123,0.98326749,442.3209877,235.037037,NA,NA,0.629031794,TRUE
166,"Y5",38.4,21.123,12.7692,"Dark","HFD",0.680194444,0.122777778,39.8044,7.64,103.78112,79.6544,0.500833333,0.76735,663.2666667,316.8083333,NA,NA,0.179361111,TRUE
167,"Y5",38.4,21.123,12.7692,"Light","HFD",0.423840541,0.051351351,40.117,7.72,89.1771871,68.16061935,0.425806452,0.763387097,181.3951613,50.25806452,NA,NA,-0.001965911,TRUE
168,"Y5",38.4,21.123,12.7692,"Full day","HFD",0.550261644,0.086575342,40.117,7.72,96.35944918,73.81329836,0.462704918,0.765336066,418.3811475,181.3483607,NA,NA,0.087556726,TRUE
169,"Y6",24.4,18.0168,1.82893,"Light","LFD",0.589518919,0.058027027,64.4052,10.07,80.74751613,75.53668065,0.404032258,0.936322581,54.37903226,32.54032258,NA,NA,0.185486661,TRUE
170,"Y6",24.4,18.0168,1.82893,"Full day","LFD",0.884879452,0.105150685,64.4052,10.07,91.7328959,87.38857623,0.457786885,0.950618852,198.7909836,118.8319672,NA,NA,0.427092567,TRUE
171,"Y6",24.4,18.0168,1.82893,"Dark","LFD",1.188444444,0.153583333,64.1378,10.07,103.084455,99.635535,0.513333333,0.965391667,348.0166667,208,NA,NA,0.675111111,TRUE
172,"Y9",40.3,22.1485,13.788,"Light","HFD",0.401310811,0.048,38.8145,7.808,106.6369919,83.05191057,0.517886179,0.777821138,167.8536585,64.2601626,NA,NA,-0.116575368,TRUE
173,"Y9",40.3,22.1485,13.788,"Full day","HFD",0.537415068,0.085041096,38.8145,7.808,113.7364712,88.97768519,0.547736626,0.780753086,306.3621399,133.7572016,NA,NA,-0.010321557,TRUE
174,"Y9",40.3,22.1485,13.788,"Dark","HFD",0.6773,0.123111111,38.2414,7.792,121.0134375,95.05160417,0.578333333,0.783758333,448.3333333,204.9916667,NA,NA,0.098966667,TRUE
1,"Y7",41.6,22.7255,14.1392,"Full day","HFD",0.679742188,0.098265625,41.9926,6.422,123.1696299,92.08393271,0.579439252,0.746943925,454.771028,186.3831776,NA,NA,0.100302935,TRUE
2,"Y7",41.6,22.7255,14.1392,"Dark","HFD",0.759791667,0.124027778,40.7422,6.308,128.8248,96.31717333,0.608333333,0.747,610.725,267.4833333,NA,NA,0.151458333,TRUE
3,"Y7",41.6,22.7255,14.1392,"Light","HFD",0.576821429,0.065142857,41.9926,6.422,115.9502638,86.67979574,0.542553191,0.74687234,255.6808511,82.85106383,NA,NA,0.034268237,TRUE
4,"Y8",24.5,17.5926,2.17749,"Full day","LFD",1.073778125,0.149,66.6972,9.632,103.3474413,100.253885,0.511737089,0.967361502,641.915493,307.9530516,NA,NA,0.562041036,TRUE
5,"Y8",24.5,17.5926,2.17749,"Dark","LFD",1.202238889,0.166222222,65.9332,9.488,108.7291625,107.3189833,0.539166667,0.984625,794.0583333,384.2833333,NA,NA,0.663072222,TRUE
6,"Y8",24.5,17.5926,2.17749,"Light","LFD",0.908614286,0.126857143,66.6972,9.632,96.40328495,91.13762903,0.476344086,0.945086022,445.6021505,209.4623656,NA,NA,0.4322702,TRUE
1,"D1",42.48,24.34,15.86,"Full day","HFD",1.351535294,0,22.2988,NA,128.3778853,99.78151105,0.616295597,0.777250467,440.1052632,171.2631579,NA,NA,0.735239697,FALSE
2,"D1",42.48,24.34,15.86,"Dark","HFD",0.994241667,0,22.2988,NA,130.717545,100.130961,0.625902688,0.765390624,479.525,177.9,NA,NA,0.368338979,FALSE
3,"D1",42.48,24.34,15.86,"Light","HFD",2.20904,0,10.3679,NA,122.8728035,98.95927588,0.593690678,0.805155978,347.3529412,155.6470588,NA,NA,1.615349322,FALSE
4,"D10",26.26,21.09,3.15,"Light","LFD",0.69524,0,2.9796,NA,88.66682588,89.04062588,0.447914893,1.004004435,398,146.1764706,NA,NA,0.247325107,FALSE
5,"D10",26.26,21.09,3.15,"Dark","LFD",0.665316667,0,10.9634,NA,101.08175,101.341541,0.510446921,1.002588368,501.2,183.475,NA,NA,0.154869746,FALSE
6,"D10",26.26,21.09,3.15,"Full day","LFD",0.674117647,0,10.9634,NA,97.37905333,97.67284702,0.491797018,1.003010704,470.4210526,172.3508772,NA,NA,0.182320629,FALSE
7,"D11",31.22,22.56,6.66,"Light","LFD",0.67232,0,2.7886,NA,102.024675,103.697645,0.51676884,1.017685746,287.5625,82.8125,NA,NA,0.15555116,FALSE
8,"D11",31.22,22.56,6.66,"Dark","LFD",0.913616667,0,13.752,NA,118.336511,118.890635,0.597857232,1.007257514,666.1,265.2,NA,NA,0.315759435,FALSE
9,"D11",31.22,22.56,6.66,"Full day","LFD",0.842647059,0,13.752,NA,113.6759864,114.5497807,0.57468912,1.010237009,557.9464286,213.0892857,NA,NA,0.267957939,FALSE
10,"D12",29.33,22.12,5.35,"Full day","LFD",0.680858824,0,11.46,NA,109.3753591,108.8724214,0.551461188,0.996788269,597.6428571,255.375,NA,NA,0.129397635,FALSE
11,"D12",29.33,22.12,5.35,"Light","LFD",0.74872,0,3.629,NA,99.66317625,102.1537688,0.505754646,1.025703202,337.4375,109.125,NA,NA,0.242965354,FALSE
12,"D12",29.33,22.12,5.35,"Dark","LFD",0.652583333,0,11.46,NA,113.2602323,111.5598825,0.569743805,0.985222296,701.725,313.875,NA,NA,0.082839528,FALSE
13,"D13",28.18,21.17,5.01,"Full day","LFD",0.705576471,0,11.6128,NA,113.2172786,109.7848536,0.567611343,0.970151435,684.4107143,261.7142857,NA,NA,0.137965128,FALSE
14,"D13",28.18,21.17,5.01,"Dark","LFD",0.690783333,0,11.6128,NA,116.7865513,112.1233763,0.584264253,0.959514776,786.675,322.325,NA,NA,0.106519081,FALSE
15,"D13",28.18,21.17,5.01,"Light","LFD",0.74108,0,3.3234,NA,104.2940969,103.9385469,0.525979069,0.996743082,428.75,110.1875,NA,NA,0.215100931,FALSE
16,"D14",43.22,24.65,16.5,"Light","HFD",0.75024,0,3.5428,NA,149.1877,115.9115541,0.716146904,0.776477715,470.3529412,186.5882353,NA,NA,0.034093096,FALSE
17,"D14",43.22,24.65,16.5,"Full day","HFD",0.646652941,0,10.7847,NA,145.2035011,110.5454842,0.694510303,0.760782411,484.0877193,162.122807,NA,NA,-0.047857362,FALSE
18,"D14",43.22,24.65,16.5,"Dark","HFD",0.603491667,0,10.7847,NA,143.5102165,108.2649045,0.685314748,0.754111907,489.925,151.725,NA,NA,-0.081823081,FALSE
19,"D15",35.62,21.36,12.28,"Dark","HFD",1.3546,0,25.3727,NA,135.707026,103.976362,0.649819246,0.766481556,460.75,140.525,NA,NA,0.704780754,FALSE
20,"D15",35.62,21.36,12.28,"Light","HFD",1.83392,0,9.1175,NA,138.6099153,110.2006541,0.6681436,0.796067542,430.9411765,163.7058824,NA,NA,1.1657764,FALSE
21,"D15",35.62,21.36,12.28,"Full day","HFD",1.495576471,0,25.3727,NA,136.5728,105.8327298,0.655284404,0.775305446,451.8596491,147.4385965,NA,NA,0.840292067,FALSE
22,"D16",35.86,24.23,9.91,"Full day","HFD",1.235076471,0,20.9963,NA,138.3519789,107.0887263,0.66368528,0.773088096,519.7192982,194.9824561,NA,NA,0.57139119,FALSE
23,"D16",35.86,24.23,9.91,"Light","HFD",1.4588,0,7.294,NA,135.8398588,109.0396588,0.655942746,0.801802224,435.4705882,199.9411765,NA,NA,0.802857254,FALSE
24,"D16",35.86,24.23,9.91,"Dark","HFD",1.141858333,0,20.9963,NA,139.41963,106.25958,0.666975857,0.760884592,555.525,192.875,NA,NA,0.474882476,FALSE
25,"D17",36.72,21.95,12.93,"Light","HFD",1.9798,0,9.6906,NA,132.6868706,104.5135059,0.638510895,0.787345163,631.1764706,221.5294118,NA,NA,1.341289105,FALSE
26,"D17",36.72,21.95,12.93,"Dark","HFD",2.053608333,0,34.386,NA,137.33357,103.21964,0.655392521,0.751478628,590.325,203.65,NA,NA,1.398215812,FALSE
27,"D17",36.72,21.95,12.93,"Full day","HFD",2.0319,0,34.386,NA,135.9477123,103.6055298,0.65035765,0.762175665,602.5087719,208.9824561,NA,NA,1.38154235,FALSE
28,"D2",39.68,23.45,14.41,"Light","HFD",2.35492,0,11.7746,NA,131.5042724,105.9361059,0.63542367,0.805069929,352.4117647,132,NA,NA,1.71949633,FALSE
29,"D2",39.68,23.45,14.41,"Full day","HFD",1.201364706,0,20.4232,NA,140.4099561,107.6120893,0.672374608,0.767130924,526.2280702,212.4035088,NA,NA,0.528990098,FALSE
30,"D2",39.68,23.45,14.41,"Dark","HFD",0.720716667,0,20.4232,NA,144.1948718,108.3243823,0.688078756,0.751006846,600.1,246.575,NA,NA,0.03263791,FALSE
31,"D3",30.03,23.43,4.29,"Dark","LFD",0.853133333,0,14.6306,NA,115.972395,117.9792425,0.587532251,1.01639205,788.35,364.175,NA,NA,0.265601082,FALSE
32,"D3",30.03,23.43,4.29,"Full day","LFD",0.876352941,0,14.6306,NA,113.3503982,115.9228246,0.574924563,1.022426205,757.6315789,348.3157895,NA,NA,0.301428378,FALSE
33,"D3",30.03,23.43,4.29,"Light","LFD",0.93208,0,4.393,NA,107.1809941,111.0841941,0.545259417,1.036624216,685.3529412,311,NA,NA,0.386820583,FALSE
34,"D4",39.23,22.51,14.48,"Full day","HFD",0.971511765,0,16.2552,NA,132.6179871,102.8258593,0.636372888,0.775115267,610.4107143,195.9464286,NA,NA,0.335138877,FALSE
35,"D4",39.23,22.51,14.48,"Dark","HFD",1.107125,0,16.2552,NA,136.046958,104.224287,0.651433123,0.765221485,704.85,238.675,NA,NA,0.455691877,FALSE
36,"D4",39.23,22.51,14.48,"Light","HFD",0.64604,0,2.9697,NA,124.04556,99.32979,0.5987223,0.79984972,374.3125,89.125,NA,NA,0.0473177,FALSE
37,"D5",34.13,22.74,8.73,"Light","LFD",0.79456,0,3.9728,NA,122.416145,121.89104,0.617253518,0.995487057,387.125,145.1875,NA,NA,0.177306482,FALSE
38,"D5",34.13,22.74,8.73,"Dark","LFD",0.96455,0,15.5474,NA,135.0745095,131.40961,0.677667671,0.971916469,741.05,369,NA,NA,0.286882329,FALSE
39,"D5",34.13,22.74,8.73,"Full day","LFD",0.914552941,0,15.5474,NA,131.4578339,128.6900186,0.660406484,0.978650922,639.9285714,305.0535714,NA,NA,0.254146457,FALSE
40,"D7",28.88,21.78,4.5,"Dark","LFD",0.808566667,0,13.7902,NA,120.4744878,120.7150105,0.608300758,1.001835457,718.125,300.575,NA,NA,0.200265909,FALSE
41,"D7",28.88,21.78,4.5,"Light","LFD",0.8404,0,4.0874,NA,120.43954,120.1671531,0.607557099,0.997360179,645.8125,201.0625,NA,NA,0.232842901,FALSE
42,"D7",28.88,21.78,4.5,"Full day","LFD",0.817929412,0,13.7902,NA,120.4645027,120.5584798,0.608088284,1.000556806,697.4642857,272.1428571,NA,NA,0.209841128,FALSE
43,"D8",26.87,21.75,3.24,"Light","LFD",0.8022,0,3.629,NA,111.6527435,114.35392,0.566498898,1.024073228,403.5294118,139.6470588,NA,NA,0.235701102,FALSE
44,"D8",26.87,21.75,3.24,"Dark","LFD",0.843583333,0,13.752,NA,119.318528,119.603232,0.602515493,1.002223616,594.825,253.15,NA,NA,0.24106784,FALSE
45,"D8",26.87,21.75,3.24,"Full day","LFD",0.831411765,0,13.752,NA,117.0322414,118.0376477,0.591773702,1.008740167,537.7719298,219.2982456,NA,NA,0.239638063,FALSE
46,"D9",44.09,24.49,17.7,"Dark","HFD",2.023216667,0,28.6029,NA,150.9155488,116.363221,0.7234559,0.770137947,631.175,273.225,NA,NA,1.299760767,FALSE
47,"D9",44.09,24.49,17.7,"Light","HFD",0.87528,0,4.3243,NA,149.2456971,118.6223265,0.719373585,0.793623985,556.4117647,221.1764706,NA,NA,0.155906415,FALSE
48,"D9",44.09,24.49,17.7,"Full day","HFD",1.685588235,0,28.6029,NA,150.4175228,117.0369893,0.722238368,0.777142555,608.877193,257.7017544,NA,NA,0.963349868,FALSE
49,"M1",24.75,21.71,1.805,"Full day","LFD",0.678611765,0,11.0398,NA,95.82352941,93.70588235,0.481279235,0.974452515,4600.176471,3264.294118,NA,NA,0.197332529,FALSE
50,"M1",24.75,21.71,1.805,"Light","LFD",0.29032,0,11.0398,NA,92.6,83.6,0.4573982,0.896502278,3618.6,2580.2,NA,NA,-0.1670782,FALSE
51,"M1",24.75,21.71,1.805,"Dark","LFD",0.8404,0,11.0398,NA,97.16666667,97.91666667,0.491229667,1.006931781,5009.166667,3549.333333,NA,NA,0.349170333,FALSE
52,"M10",33.65,22.265,10.585,"Dark","HFD",0.538366667,0,7.815,NA,119.0833333,91.75,0.570782917,0.769807662,3488.166667,2364.583333,NA,NA,-0.03241625,FALSE
53,"M10",33.65,22.265,10.585,"Full day","HFD",0.499547059,0,8.4402,NA,118.3529412,91.41176471,0.567530353,0.771969878,3018.705882,2028.882353,NA,NA,-0.067983294,FALSE
54,"M10",33.65,22.265,10.585,"Light","HFD",0.40638,0,8.4402,NA,116.6,90.6,0.5597242,0.777159197,1892,1223.2,NA,NA,-0.1533442,FALSE
55,"M11",41.6,23.895,17.02,"Dark","HFD",0.816233333,0,10.3158,NA,137.1666667,109.25,0.661404333,0.795556013,2802.333333,1883.416667,NA,NA,0.154829,FALSE
56,"M11",41.6,23.895,17.02,"Light","HFD",0.27092,0,10.7326,NA,121.4,93.4,0.5817378,0.768036864,2137.6,1363.8,NA,NA,-0.3108178,FALSE
