"X","Subject.ID","Total.Mass","Lean.Mass","Fat.Mass","Time.of.Day","Group","Hourly.Food.Intake","Hourly.Water.Intake","Cumulative.Food.Intake","Cumulative.Water.Intake","Oxygen.Consumption","Carbon.Dioxide.Production","Energy.Expenditure","Respiratory.Exchange.Ratio","Locomotor.Activity","Ambulatory.Activity","Pedestrian.Locomotion","Total.Distance..includes.fine.movement.","Energy.Balance","acclimation"
57,"M11",41.6,23.895,17.02,"Full day","HFD",0.655847059,0,10.7326,NA,132.5294118,104.5882353,0.637973,0.787462145,2606.823529,1730.588235,NA,NA,0.017874059,FALSE
58,"M12",28.35,20.815,6.415,"Light","HFD",0.4689,0,11.6704,NA,108.6,87,0.5242146,0.801197453,1460.6,859.6,NA,NA,-0.0553146,FALSE
59,"M12",28.35,20.815,6.415,"Full day","HFD",0.711011765,0,11.6704,NA,117.4117647,95,0.567789765,0.80815111,2574.352941,1655.588235,NA,NA,0.143222,FALSE
60,"M12",28.35,20.815,6.415,"Dark","HFD",0.811891667,0,11.2015,NA,121.0833333,98.33333333,0.585946083,0.811048468,3038.416667,1987.25,NA,NA,0.225945583,FALSE
61,"M13",29.2,20.79,7.54,"Full day","HFD",0.683429412,0,10.6284,NA,113.8823529,90.70588235,0.549131059,0.797043146,3880.647059,2786.647059,NA,NA,0.134298353,FALSE
62,"M13",29.2,20.79,7.54,"Light","HFD",0.47932,0,10.6284,NA,107.2,84.2,0.5156004,0.786126332,2195.8,1449.2,NA,NA,-0.0362804,FALSE
63,"M13",29.2,20.79,7.54,"Dark","HFD",0.768475,0,9.899,NA,116.6666667,93.41666667,0.563102167,0.801591818,4582.666667,3343.916667,NA,NA,0.205372833,FALSE
64,"M2",29.05,24.375,3.2,"Dark","LFD",0.423383333,0,5.5772,NA,106.8333333,96.41666667,0.527667,0.896870125,4948.583333,3612.166667,NA,NA,-0.104283667,FALSE
65,"M2",29.05,24.375,3.2,"Full day","LFD",0.408964706,0,6.9524,NA,107.5294118,95.35294118,0.529233765,0.880848821,4965.823529,3633.411765,NA,NA,-0.120269059,FALSE
66,"M2",29.05,24.375,3.2,"Light","LFD",0.37436,0,6.9524,NA,109.2,92.8,0.532994,0.842397692,5007.2,3684.4,NA,NA,-0.158634,FALSE
67,"M3",26.55,22.39,3,"Light","LFD",0.3438,0,9.0152,NA,98.2,88.8,0.485219,0.901912754,3230.6,2218.2,NA,NA,-0.141419,FALSE
68,"M3",26.55,22.39,3,"Full day","LFD",0.539294118,0,9.0152,NA,100.1176471,93.58823529,0.498072235,0.933610074,3960.235294,2786.117647,NA,NA,0.041221882,FALSE
69,"M3",26.55,22.39,3,"Dark","LFD",0.62075,0,8.5568,NA,100.9166667,95.58333333,0.50342775,0.94681729,4264.25,3022.75,NA,NA,0.11732225,FALSE
70,"M4",27.3,22.925,3.155,"Full day","LFD",0.564011765,0,8.6332,NA,108.5294118,101.5294118,0.540005941,0.932838335,6538.352941,4880.235294,NA,NA,0.024005824,FALSE
71,"M4",27.3,22.925,3.155,"Light","LFD",0.32088,0,8.6332,NA,101.2,96,0.5050052,0.947511577,4152,3038.6,NA,NA,-0.1841252,FALSE
72,"M4",27.3,22.925,3.155,"Dark","LFD",0.665316667,0,8.1748,NA,111.5833333,103.8333333,0.554589583,0.926724484,7532.666667,5647.583333,NA,NA,0.110727083,FALSE
73,"M5",27.05,23.2,2.78,"Light","LFD",0.18336,0,8.6332,NA,105.2,88.4,0.5123636,0.832991461,6274.2,4763.6,NA,NA,-0.3290036,FALSE
74,"M5",27.05,23.2,2.78,"Dark","LFD",0.646216667,0,8.3276,NA,111.4166667,103.1666667,0.553195417,0.924091624,6634.75,4971.333333,NA,NA,0.09302125,FALSE
75,"M5",27.05,23.2,2.78,"Full day","LFD",0.510082353,0,8.6332,NA,109.5882353,98.82352941,0.541186059,0.897297458,6528.705882,4910.235294,NA,NA,-0.031103706,FALSE
76,"M6",26.85,23.57,2.01,"Light","LFD",0.39728,0,9.5882,NA,97.6,87.6,0.4815272,0.887608425,4933.2,3553.6,NA,NA,-0.0842472,FALSE
77,"M6",26.85,23.57,2.01,"Full day","LFD",0.566258824,0,9.5882,NA,105.4117647,99.35294118,0.525312118,0.937277045,4986.941176,3582.176471,NA,NA,0.040946706,FALSE
78,"M6",26.85,23.57,2.01,"Dark","LFD",0.636666667,0,8.3658,NA,108.6666667,104.25,0.543555833,0.957972304,5009.333333,3594.083333,NA,NA,0.093110833,FALSE
79,"M7",35.3,23.395,10.9,"Light","HFD",0.54184,0,8.7528,NA,114.4,90.4,0.5508328,0.789469657,2210.6,1398.4,NA,NA,-0.0089928,FALSE
80,"M7",35.3,23.395,10.9,"Full day","HFD",0.631329412,0,8.7528,NA,117,93.35294118,0.564345353,0.796860149,2794.823529,1847.647059,NA,NA,0.066984059,FALSE
81,"M7",35.3,23.395,10.9,"Dark","HFD",0.668616667,0,8.1276,NA,118.0833333,94.58333333,0.569975583,0.799939521,3038.25,2034.833333,NA,NA,0.098641083,FALSE
82,"M8",30.9,22.91,6.81,"Full day","HFD",0.6773,0,11.5141,NA,122.8823529,97.52941176,0.592146882,0.792022862,4756.764706,3442.647059,NA,NA,0.085153118,FALSE
83,"M8",30.9,22.91,6.81,"Dark","HFD",0.850966667,0,10.7847,NA,125,100.8333333,0.604146667,0.805213026,5048.5,3665.916667,NA,NA,0.24682,FALSE
84,"M8",30.9,22.91,6.81,"Light","HFD",0.2605,0,11.5141,NA,117.8,89.6,0.5633474,0.760366471,4056.6,2906.8,NA,NA,-0.3028474,FALSE
85,"V1",27.765,18.75865,3.438405,"Dark","LFD",0.640408675,0.11771305,10.81791721,1.823994,102.7056817,97.89288833,0.513032626,0.952377177,211.0814583,NA,1.007801389,1.197006944,0.127376049,FALSE
86,"V1",27.765,18.75865,3.438405,"Light","LFD",0.724032639,0.05677454,11.23103493,1.911944,93.615686,89.273199,0.467675577,0.950801761,113.7056167,NA,0.5158045,0.630095,0.256357062,FALSE
87,"V1",27.765,18.75865,3.438405,"Full day","LFD",0.665003958,0.099789959,11.23103493,1.911944,100.0321535,95.35768559,0.499692317,0.95191382,182.4415049,NA,0.863096422,1.030268137,0.165311641,FALSE
88,"V10",30.65,18.3412,10.85135,"Full day","HFD",0.576045581,0.087147176,9.426658274,1.568802,110.1370632,86.98656515,0.530257307,0.790370664,177.6604412,NA,0.6896825,0.901113186,0.045788274,FALSE
89,"V10",30.65,18.3412,10.85135,"Light","HFD",0.52981407,0.01067114,9.426658274,1.568802,101.698048,81.3087441,0.490719478,0.798865839,80.38216667,NA,0.154438333,0.260836667,0.039094591,FALSE
90,"V10",30.65,18.3412,10.85135,"Dark","HFD",0.59530871,0.119012192,9.426658274,1.568802,113.6533196,89.35232392,0.546731403,0.786831007,218.1930556,NA,0.912700903,1.167895069,0.048577308,FALSE
91,"V11",31.95,18.6417,11.4288,"Dark","HFD",0.603920363,0.0635307,8.7923439,1.035653,105.6903341,83.88833363,0.509306104,0.795792307,170.67875,NA,0.517599375,0.695449444,0.094614259,FALSE
92,"V11",31.95,18.6417,11.4288,"Light","HFD",0.309059909,0.02021486,8.7923439,1.076642,93.447359,74.5934221,0.450776367,0.800128088,90.56205,NA,0.136622667,0.211733333,-0.141716457,FALSE
93,"V11",31.95,18.6417,11.4288,"Full day","HFD",0.5171967,0.050790747,8.7923439,1.076642,102.0894591,81.15453612,0.492091475,0.797067536,147.1150147,NA,0.405547402,0.55318,0.025105225,FALSE
94,"V12",30.9,18.696,11.4203,"Full day","HFD",0.556589081,0.059232235,9.231316618,1.074348,103.6190424,82.30789018,0.499395172,0.795242347,161.552598,NA,0.567651225,0.743966029,0.057193909,FALSE
95,"V12",30.9,18.696,11.4203,"Dark","HFD",0.618722147,0.072085675,9.231316618,1.074348,107.2041588,84.79128875,0.516270755,0.791641804,202.2902778,NA,0.761067153,0.980302778,0.102451392,FALSE
96,"V12",30.9,18.696,11.4203,"Light","HFD",0.407469724,0.02838398,9.231316618,1.074348,95.014763,76.3477336,0.458893774,0.803883649,63.78216667,NA,0.103453,0.176757833,-0.051424051,FALSE
97,"V13",29.15,18.4233,6.51846,"Light","HFD",0.201568231,0.01819966,6.84397583,1.532838,93.153868,73.9462899,0.44890399,0.791247433,80.73116667,NA,0.424359833,0.517753333,-0.247335759,FALSE
98,"V13",29.15,18.4233,6.51846,"Dark","HFD",0.486344556,0.104594442,6.55770196,1.503578,102.3756333,81.79905542,0.493932126,0.798924304,164.6041667,NA,0.980459028,1.156918056,-0.00758757,FALSE
99,"V13",29.15,18.4233,6.51846,"Full day","HFD",0.402586814,0.079184212,6.84397583,1.532838,99.66334941,79.4894185,0.480688557,0.796666401,139.9356373,NA,0.816900441,0.968928431,-0.078101743,FALSE
100,"V14",30.1,17.5776,7.03663,"Light","HFD",0.533676972,0.03778074,9.88909579,1.809992,95.881447,77.7127181,0.463819049,0.809298172,86.87,NA,0.195935,0.283055,0.069857923,FALSE
101,"V14",30.1,17.5776,7.03663,"Dark","HFD",0.601725911,0.117192133,9.88909579,1.809138,106.6697775,86.14845992,0.51566579,0.807039815,278.8736111,NA,1.066910417,1.330240278,0.086060121,FALSE
102,"V14",30.1,17.5776,7.03663,"Full day","HFD",0.581711517,0.093835841,9.88909579,1.809992,103.4967391,83.66735938,0.500416748,0.807704038,222.4019608,NA,0.810741176,1.022244608,0.081294769,FALSE
103,"V15",29.5,18.1074,5.66058,"Full day","HFD",0.566536657,0.096258835,9.631123161,2.119525,100.3512469,81.54875194,0.485677184,0.815636393,160.5539216,NA,0.712165294,0.873933971,0.080859473,FALSE
104,"V15",29.5,18.1074,5.66058,"Dark","HFD",0.634680463,0.1212375,9.429230451,2.119525,105.4379965,85.77864675,0.510402328,0.816742538,192.0009028,NA,0.893028194,1.080863611,0.124278136,FALSE
105,"V15",29.5,18.1074,5.66058,"Light","HFD",0.40299152,0.03631004,9.631123161,2.119525,88.143048,71.3970044,0.426336839,0.812981644,85.08116667,NA,0.278094333,0.377302833,-0.023345319,FALSE
106,"V16",26.25,15.7924,5.288555,"Light","HFD",0.376036647,0.02786192,9.325782254,1.518725,80.2545203,67.2014744,0.390607895,0.837994645,57.96333333,NA,0.140733333,0.199428333,-0.014571248,FALSE
107,"V16",26.25,15.7924,5.288555,"Full day","HFD",0.548575427,0.074532212,9.325782254,1.518725,87.34627053,73.50848115,0.425532032,0.84398166,127.1568627,NA,0.464184804,0.59449902,0.123043394,FALSE
108,"V16",26.25,15.7924,5.288555,"Dark","HFD",0.620466585,0.093978167,9.325782254,1.512502,90.30116646,76.13640063,0.440083756,0.84647625,155.9875,NA,0.59895625,0.759111806,0.180382829,FALSE
109,"V2",27.02,17.3238,2.510465,"Light","LFD",0.527709851,0.08890976,10.12974115,2.352201,85.506465,84.438815,0.430370308,0.983982131,58.15,NA,0.242794333,0.293509833,0.097339543,FALSE
110,"V2",27.02,17.3238,2.510465,"Full day","LFD",0.595867127,0.127514876,10.12974115,2.352201,98.13894794,95.26763676,0.4921316,0.966310511,137.7843137,NA,0.757332157,0.875026225,0.103735527,FALSE
111,"V2",27.02,17.3238,2.510465,"Dark","LFD",0.624265992,0.143600342,10.12974115,2.352201,103.4024825,99.77964583,0.517865472,0.958947336,170.9652778,NA,0.971722917,1.117324722,0.10640052,FALSE
112,"V3",26.65,18.2229,3.203605,"Dark","LFD",0.606725539,0.115111417,8.4659604,2.12215,105.9429329,104.9260892,0.533569353,0.988915955,231.6240278,NA,0.956096528,1.191679861,0.073156185,FALSE
113,"V3",26.65,18.2229,3.203605,"Full day","LFD",0.526367462,0.110986494,8.94824686,2.174551,102.2718262,100.3759983,0.514069121,0.979373985,191.1231863,NA,0.738195098,0.937579902,0.012298341,FALSE
114,"V3",26.65,18.2229,3.203605,"Light","LFD",0.33350808,0.10108668,8.94824686,2.174551,93.46117,89.4557802,0.467268564,0.956473256,93.92116667,NA,0.215231667,0.32774,-0.133760484,FALSE
115,"V4",25.3,15.6914,1.723575,"Full day","LFD",0.538807899,0.129932053,9.159734284,2.631056,98.52761147,91.77024615,0.489795209,0.927984852,213.0441176,NA,2.966067157,3.087793627,0.04901269,FALSE
116,"V4",25.3,15.6914,1.723575,"Dark","LFD",0.645566694,0.173989383,9.027420944,2.631056,106.6982904,99.70967046,0.530776858,0.93153142,277.9852083,NA,4.075071528,4.222354861,0.114789836,FALSE
117,"V4",25.3,15.6914,1.723575,"Light","LFD",0.282586792,0.02419446,9.159734284,2.631056,78.917982,72.7156278,0.391439251,0.919473089,57.1855,NA,0.304456667,0.364846667,-0.108852459,FALSE
118,"V5",24.75,16.1786,2.07731,"Light","LFD",0.660824016,0.06290198,8.232363198,2.154162,81.354246,81.9885935,0.411296468,1.005582382,46.2155,NA,0.168478333,0.211151667,0.249527548,FALSE
119,"V5",24.75,16.1786,2.07731,"Full day","LFD",0.484256659,0.096099071,8.232363198,2.154162,89.79200559,87.72900515,0.450898574,0.976363884,154.8529412,NA,0.782032353,0.913455882,0.033358085,FALSE
120,"V5",24.75,16.1786,2.07731,"Dark","LFD",0.410686927,0.109931192,7.748006298,2.077018,93.30773875,90.12084333,0.467399451,0.96418951,200.1185417,NA,1.037679861,1.206082639,-0.056712525,FALSE
121,"V6",26.25,17.40045,1.214505,"Full day","LFD",0.362571458,0.098413741,6.153650988,2.08267,94.64979353,87.45183188,0.469736562,0.919510741,193.2787255,NA,1.057828431,1.221142157,-0.107165105,FALSE
122,"V6",26.25,17.40045,1.214505,"Light","LFD",0.476707197,0.10283058,6.153650988,2.08267,87.775817,85.2113859,0.440168288,0.971166872,124.4688333,NA,0.703118333,0.798486667,0.03653891,FALSE
123,"V6",26.25,17.40045,1.214505,"Dark","LFD",0.315014899,0.096573392,4.928313408,1.729161,97.51395042,88.38535104,0.482056677,0.897987353,221.9495139,NA,1.205624306,1.397248611,-0.167041778,FALSE
124,"V7",27.65,17.4676,3.162405,"Dark","LFD",0.565962605,0.123003525,9.065303884,2.121918,95.01774208,92.40559667,0.476665511,0.969427827,211.7847222,NA,0.961954861,1.149384722,0.089297094,FALSE
125,"V7",27.65,17.4676,3.162405,"Light","LFD",0.605878129,0.11357168,9.820941904,2.403613,90.234484,86.7636405,0.451574688,0.962212053,94.06666667,NA,0.499006667,0.59208,0.154303441,FALSE
126,"V7",27.65,17.4676,3.162405,"Full day","LFD",0.577702465,0.120229453,9.820941904,2.403613,93.61090147,90.74619779,0.469285857,0.96730554,177.1617647,NA,0.825793627,0.985471569,0.108416607,FALSE
127,"V8",26.9,17.18825,1.949955,"Full day","LFD",0.486979892,0.136101029,8.27865816,3.065799,100.5593891,96.89043691,0.503465376,0.962702113,204.3738529,NA,1.041686961,1.217177451,-0.016485484,FALSE
128,"V8",26.9,17.18825,1.949955,"Light","LFD",0.603864072,0.1119369,8.27865816,3.065799,89.59531,90.289694,0.452955518,1.006247568,74.97443333,NA,0.2132925,0.282203333,0.150908554,FALSE
129,"V8",26.9,17.18825,1.949955,"Dark","LFD",0.43827815,0.146169417,7.9423721,2.989045,105.1277554,99.64074646,0.52451115,0.944558174,258.2902778,NA,1.386851319,1.60675,-0.086233,FALSE
130,"V9",30.7,17.19295,8.342995,"Dark","HFD",0.421036859,0.084584875,7.004488115,1.39304,102.4964338,81.56063458,0.494144507,0.794231478,185.1527778,NA,0.856255417,1.043478958,-0.073107648,FALSE
131,"V9",30.7,17.19295,8.342995,"Light","HFD",0.390409162,0.02991952,7.004488115,1.39304,88.8368175,72.0145891,0.429754033,0.808799319,52.03333333,NA,0.0965725,0.1498015,-0.039344872,FALSE
132,"V9",30.7,17.19295,8.342995,"Full day","HFD",0.412028713,0.068506829,7.004488115,1.39304,98.47889956,78.75297415,0.475206133,0.798516137,146,NA,0.632819265,0.780632647,-0.06317742,FALSE
133,"Y1",45.8,23.0259,18.5194,"Full day","HFD",0.925541176,0.095058824,15.7342,1.616,124.1612556,98.84997037,0.598148148,0.794666667,370.4814815,185.7592593,NA,NA,0.327393028,FALSE
134,"Y1",45.8,23.0259,18.5194,"Dark","HFD",0.942141667,0.117333333,15.2653,1.6,125.797715,100.86992,0.6075,0.8005,428.475,218.6,NA,NA,0.334641667,FALSE
135,"Y1",45.8,23.0259,18.5194,"Light","HFD",0.8857,0.0416,15.7342,1.616,119.4856571,93.07868571,0.571428571,0.778,204.7857143,91.92857143,NA,NA,0.314271429,FALSE
136,"Y10",27.7,18.6398,3.88652,"Dark","LFD",1.146,0.20475,17.8776,3.024,90.618965,94.76325,0.4575,1.0471,746.15,394.975,NA,NA,0.6885,FALSE
137,"Y10",27.7,18.6398,3.88652,"Light","LFD",1.09252,0.1344,18.7944,3.129,85.88015714,87.34164286,0.442857143,1.019714286,436.5,207.4285714,NA,NA,0.649662857,FALSE
138,"Y10",27.7,18.6398,3.88652,"Full day","LFD",1.130270588,0.184058824,18.7944,3.129,89.39038519,92.83912963,0.453703704,1.04,665.8703704,346.3518519,NA,NA,0.676566885,FALSE
139,"Y11",36.6,20.6884,11.3745,"Full day","HFD",0.86941875,0.09625,14.1191,1.54,107.9786963,85.16746667,0.52037037,0.79,612.1296296,329.3518519,NA,NA,0.34904838,FALSE
140,"Y11",36.6,20.6884,11.3745,"Dark","HFD",0.811891667,0.125,12.8687,1.54,109.18744,86.16168,0.5225,0.79005,707.75,385.575,NA,NA,0.289391667,FALSE
141,"Y11",36.6,20.6884,11.3745,"Light","HFD",1.042,0.01,14.1191,1.54,104.5251429,82.32685714,0.514285714,0.789857143,338.9285714,168.7142857,NA,NA,0.527714286,FALSE
142,"Y12",24.4,17.3299,2.15774,"Dark","LFD",1.114166667,0.207166667,17.0372,2.816,99.5416175,101.787465,0.505,1.022725,675.825,362.325,NA,NA,0.609166667,FALSE
143,"Y12",24.4,17.3299,2.15774,"Full day","LFD",1.15555,0.187,18.0304,2.992,99.41521296,100.6506704,0.503703704,1.013407407,683.537037,373.4814815,NA,NA,0.651846296,FALSE
144,"Y12",24.4,17.3299,2.15774,"Light","LFD",1.2797,0.1265,18.0304,2.992,99.05405714,97.40268571,0.5,0.986785714,705.5714286,405.3571429,NA,NA,0.7797,FALSE
145,"Y13",37.6,20.3647,12.1645,"Light","HFD",0.534025,0.055,13.2334,1.54,111.6152143,84.35742857,0.535714286,0.756,179.3571429,60.85714286,NA,NA,-0.001689286,FALSE
146,"Y13",37.6,20.3647,12.1645,"Full day","HFD",0.82383125,0.09625,13.2334,1.54,116.8469556,90.50877407,0.561111111,0.77337037,512.5740741,229.5,NA,NA,0.262720139,FALSE
147,"Y13",37.6,20.3647,12.1645,"Dark","HFD",0.920433333,0.11,12.1914,1.32,118.678065,92.661745,0.57,0.77945,629.2,288.525,NA,NA,0.350433333,FALSE
148,"Y14",25.5,17.9237,2.87113,"Light","LFD",1.8336,0.2375,25.6704,3.724,102.7149923,101.0741462,0.507692308,0.985846154,627.8461538,259.3076923,NA,NA,1.325907692,FALSE
149,"Y14",25.5,17.9237,2.87113,"Full day","LFD",1.6617,0.23275,25.6704,3.724,105.0005019,105.2337415,0.528301887,1.001830189,660.0188679,300.0566038,NA,NA,1.133398113,FALSE
150,"Y14",25.5,17.9237,2.87113,"Dark","LFD",1.6044,0.231166667,24.83,3.591,105.7432925,106.58561,0.535,1.007025,670.475,313.3,NA,NA,1.0694,FALSE
151,"Y15",39.5,21.9955,12.9689,"Dark","HFD",0.8857,0.1615,13.5981,1.957,145.61775,111.786075,0.695,0.767225,602.225,239.75,NA,NA,0.1907,FALSE
152,"Y15",39.5,21.9955,12.9689,"Full day","HFD",0.88895625,0.1223125,14.2233,1.957,144.7393585,110.4159906,0.688679245,0.762660377,547.3018868,204.8867925,NA,NA,0.200277005,FALSE
153,"Y15",39.5,21.9955,12.9689,"Light","HFD",0.898725,0.00475,14.2233,1.957,142.0366154,106.2003462,0.669230769,0.748615385,378.3076923,97.61538462,NA,NA,0.229494231,FALSE
154,"Y16",27.5,18.5024,4.19437,"Light","LFD",1.13645,0.076,32.0498,2.048,117.1012769,105.0621385,0.561538462,0.906692308,677.8461538,334.1538462,NA,NA,0.574911538,FALSE
155,"Y16",27.5,18.5024,4.19437,"Full day","LFD",2.0055,0.128,32.0498,2.048,118.9465019,111.1726566,0.596226415,0.939471698,1081.320755,571.7924528,NA,NA,1.409273585,FALSE
156,"Y16",27.5,18.5024,4.19437,"Dark","LFD",2.295183333,0.145333333,30.9802,1.92,119.5462,113.158575,0.6075,0.950125,1212.45,649.025,NA,NA,1.687683333,FALSE
157,"Y2",24.4,17.3919,2.47982,"Dark","LFD",0.977283333,0.17675,15.6238,2.772,84.058,86.34184,0.43,1.0284,703.325,396.1,NA,NA,0.547283333,FALSE
158,"Y2",24.4,17.3919,2.47982,"Light","LFD",1.03904,0.168,16.3878,2.961,76.738,77.10748571,0.378571429,1.007642857,586.0714286,340.6428571,NA,NA,0.660468571,FALSE
159,"Y2",24.4,17.3919,2.47982,"Full day","LFD",0.995447059,0.174176471,16.3878,2.961,82.16022222,83.94774815,0.416666667,1.023018519,672.9259259,381.7222222,NA,NA,0.578780392,FALSE
160,"Y3",37.1,20.9708,11.5645,"Dark","HFD",0.994241667,0.11,14.8485,1.44,106.660645,84.0231525,0.5125,0.788,665.325,332.425,NA,NA,0.481741667,FALSE
161,"Y3",37.1,20.9708,11.5645,"Light","HFD",0.69814,0.064,15.4216,1.64,101.05775,80.07505,0.485714286,0.792785714,454.3571429,255.9285714,NA,NA,0.212425714,FALSE
162,"Y3",37.1,20.9708,11.5645,"Full day","HFD",0.907152941,0.096470588,15.4216,1.64,105.2080426,82.99957037,0.505555556,0.789240741,610.6296296,312.5925926,NA,NA,0.401597386,FALSE
163,"Y4",25.9,18.1891,2.81014,"Dark","LFD",1.301983333,0.187,21.01,3.058,92.8197725,96.41534,0.4675,1.0396,679.2,375.95,NA,NA,0.834483333,FALSE
164,"Y4",25.9,18.1891,2.81014,"Light","LFD",1.35228,0.1936,22.1178,3.212,90.28,89.3772,0.45,0.993214286,646.5714286,361.1428571,NA,NA,0.90228,FALSE
165,"Y4",25.9,18.1891,2.81014,"Full day","LFD",1.316776471,0.188941176,22.1178,3.212,92.16131296,94.59063704,0.462962963,1.027574074,670.7407407,372.1111111,NA,NA,0.853813508,FALSE
166,"Y5",38.4,21.123,12.7692,"Dark","HFD",0.7294,0.116666667,9.8469,1.4,104.44704,80.42112,0.4975,0.7695,621.65,315.85,NA,NA,0.2319,FALSE
167,"Y5",38.4,21.123,12.7692,"Light","HFD",0.54705,0.005,10.941,1.42,101.5378286,76.00457143,0.478571429,0.748928571,177.3571429,51.28571429,NA,NA,0.068478571,FALSE
168,"Y5",38.4,21.123,12.7692,"Full day","HFD",0.6838125,0.08875,10.941,1.42,103.6928,79.27608889,0.492592593,0.764166667,506.462963,247.2592593,NA,NA,0.191219907,FALSE
169,"Y6",24.4,18.0168,1.82893,"Light","LFD",1.528,0.11875,21.2774,2.527,87.87647143,84.29541429,0.442857143,0.964428571,138.7142857,79.14285714,NA,NA,1.085142857,FALSE
170,"Y6",24.4,18.0168,1.82893,"Full day","LFD",1.370425,0.1579375,21.2774,2.527,98.08976667,96.186,0.496296296,0.980851852,381.1296296,222.2962963,NA,NA,0.874128704,FALSE
171,"Y6",24.4,18.0168,1.82893,"Dark","LFD",1.3179,0.171,20.055,2.394,101.66442,100.347705,0.515,0.9866,465.975,272.4,NA,NA,0.8029,FALSE
172,"Y9",40.3,22.1485,13.788,"Light","HFD",0.54184,0.0064,13.546,1.6,125.9001786,98.66982143,0.592857143,0.783714286,481.7857143,242.8571429,NA,NA,-0.051017143,FALSE
173,"Y9",40.3,22.1485,13.788,"Full day","HFD",0.799888235,0.094117647,13.546,1.6,125.7693056,99.15171296,0.598148148,0.787777778,485.8333333,251.8148148,NA,NA,0.201740087,FALSE
174,"Y9",40.3,22.1485,13.788,"Dark","HFD",0.907408333,0.130666667,12.8687,1.6,125.7235,99.320375,0.6,0.7892,487.25,254.95,NA,NA,0.307408333,FALSE
